Authors,Author full names,Author(s) ID,Year,Cited by,DOI,Link,stage1_status,stage1_matched_kws,stage2_status,stage2_matched_kws,final_status
Shi P.; Niu B.; E S.; Chen Y.; Li Q.,"Shi, Ping (57207167852); Niu, Bo (56457723100); E, Shanshan (58254559000); Chen, Yang (59817800700); Li, Qiang (59078022200)",57207167852; 56457723100; 58254559000; 59817800700; 59078022200,2015,137,10.1016/j.surfcoat.2014.11.069,https://www.scopus.com/pages/publications/84920946651?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lu H.; Zhou Y.; Vongehr S.; Hu K.; Meng X.,"Lu, Hongbin (57213294041); Zhou, Youzhen (43761794300); Vongehr, Sascha (26027677000); Hu, Kun (57198404299); Meng, Xiangkang (55652615800)",57213294041; 43761794300; 26027677000; 57198404299; 55652615800,2011,57,10.1016/j.synthmet.2011.05.003,https://www.scopus.com/pages/publications/79959997009?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bessekhouad Y.; Brahimi R.; Hamdini F.; Trari M.,"Bessekhouad, Y. (57211875675); Brahimi, R. (16174420600); Hamdini, F. (55359296200); Trari, M. (8296243400)",57211875675; 16174420600; 55359296200; 8296243400,2012,71,10.1016/j.jphotochem.2012.08.013,https://www.scopus.com/pages/publications/84866296529?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tsai T.-H.; Wu Y.-F.; Yen S.-C.,"Tsai, Tzu-Hsuan (8314169300); Wu, Yung-Fu (8314169100); Yen, Shi-Chern (7402687117)",8314169300; 8314169100; 7402687117,2003,56,10.1016/S0169-4332(03)00272-1,https://www.scopus.com/pages/publications/0038548062?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sun Z.; Lu H.,"Sun, Zegao (56687909600); Lu, Huimin (58692630800)",56687909600; 58692630800,2015,70,10.1149/2.0881508jes,https://www.scopus.com/pages/publications/84931291857?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Danaee I.; Noori S.,"Danaee, I. (12760393900); Noori, S. (56442791800)",12760393900; 56442791800,2011,135,10.1016/j.ijhydene.2011.06.106,https://www.scopus.com/pages/publications/80052809770?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang Y.; Merrill M.D.; Logan B.E.,"Zhang, Yimin (36913001400); Merrill, Matthew D. (36819611300); Logan, Bruce E. (55762454700)",36913001400; 36819611300; 55762454700,2010,181,10.1016/j.ijhydene.2010.08.064,https://www.scopus.com/pages/publications/77957700833?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Allahyarzadeh M.; Aliofkhazraei M.; Rouhaghdam A.S.; Torabinejad V.,"Allahyarzadeh, M. (43461152100); Aliofkhazraei, M. (23097073700); Rouhaghdam, A.S. (57195915888); Torabinejad, V. (36723104200)",43461152100; 23097073700; 57195915888; 36723104200,2017,40,10.1080/02670844.2016.1277640,https://www.scopus.com/pages/publications/85011003130?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Singh D.D.N.; Ghosh R.,"Singh, D.D.N. (35569293700); Ghosh, Rita (56590656800)",35569293700; 56590656800,2006,45,10.1016/j.surfcoat.2005.10.045,https://www.scopus.com/pages/publications/33745954705?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Atta N.F.; Fekry A.M.; Hassaneen H.M.,"Atta, Nada F. (6602278929); Fekry, A.M. (6602466528); Hassaneen, Hamdi M. (22950323800)",6602278929; 6602466528; 22950323800,2011,74,10.1016/j.ijhydene.2011.02.134,https://www.scopus.com/pages/publications/79955701448?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Assaf F.H.; Abd El-Rehiem S.S.; Zaky A.M.,"Assaf, F.H. (6603398523); Abd El-Rehiem, S.S. (7005630331); Zaky, A.M. (7004313353)",6603398523; 7005630331; 7004313353,1999,63,10.1016/S0254-0584(98)00253-3,https://www.scopus.com/pages/publications/0033074934?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Hu Y.; Zhou Y.; Wang J.; Shao Z.,"Hu, Yuanyuan (55695374000); Zhou, Yingke (57850856400); Wang, Jie (59860267700); Shao, Zongping (55904502000)",55695374000; 57850856400; 59860267700; 55904502000,2011,36,10.1016/j.matchemphys.2011.04.007,https://www.scopus.com/pages/publications/79958852470?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Jamali R.; Bordbar-Khiabani A.; Yarmand B.; Mozafari M.; Kolahi A.,"Jamali, Raha (57337886000); Bordbar-Khiabani, Aidin (57194417813); Yarmand, Benyamin (36242810700); Mozafari, Masoud (57191578867); Kolahi, Alireza (16309896600)",57337886000; 57194417813; 36242810700; 57191578867; 16309896600,2022,38,10.1016/j.matchemphys.2021.125436,https://www.scopus.com/pages/publications/85119076348?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ford F.P.; Burstein G.T.; Hoar T.P.,"Ford, F.P. (7006408680); Burstein, G.T. (35615385200); Hoar, T.P. (23054528500)",7006408680; 35615385200; 23054528500,1980,156,10.1149/1.2129893,https://www.scopus.com/pages/publications/0019029550?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shi F.; Wang C.-Q.; Zhang Z.-M.,"Shi, Fei (56765120300); Wang, Chun-Qing (8046040900); Zhang, Zhong-Ming (55790839900)",56765120300; 8046040900; 55790839900,2015,62,10.1016/S1003-6326(15)63829-8,https://www.scopus.com/pages/publications/84938689528?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Jhan Y.-R.; Lin C.-Y.; Duh J.-G.,"Jhan, Yi-Ruei (24076407600); Lin, Chih-Yuan (26663096000); Duh, Jenq-Gong (35561165300)",24076407600; 26663096000; 35561165300,2011,37,10.1016/j.matlet.2011.04.060,https://www.scopus.com/pages/publications/79957839054?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wilke B.M.; Zhang L.; Li W.; Ning C.; Chen C.-F.; Gu Y.,"Wilke, Benjamin M. (57111843000); Zhang, Lei (57211152452); Li, Weiping (57111141000); Ning, Chengyun (9238411800); Chen, Cheng-Fu (56783395100); Gu, Yanhong (55122750500)",57111843000; 57211152452; 57111141000; 9238411800; 56783395100; 55122750500,2016,61,10.1016/j.apsusc.2015.12.026,https://www.scopus.com/pages/publications/84957927819?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Jamshidi R.; Bayat O.; Heidarpour A.,"Jamshidi, R. (57202776170); Bayat, O. (56779948500); Heidarpour, A. (54908216200)",57202776170; 56779948500; 54908216200,2019,37,10.1016/j.surfcoat.2018.10.087,https://www.scopus.com/pages/publications/85056247111?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
El-Bagoury N.; Ahmed S.I.; Abu Ali O.A.; El-Hadad S.; Fallatah A.M.; Mersal G.A.M.; Ibrahim M.M.; Wysocka J.; Ryl J.; Boukherroub R.; Amin M.A.,"El-Bagoury, Nader (8511871100); Ahmed, Sameh I. (55456829600); Abu Ali, Ola Ahmed (57204856384); El-Hadad, Shimaa (35366143100); Fallatah, Ahmed M. (57195474029); Mersal, G.A.M. (57192974923); Ibrahim, Mohamed M. (9634593000); Wysocka, Joanna (56150033500); Ryl, Jacek (23973205100); Boukherroub, Rabah (8544985800); Amin, Mohammed A. (16456549200)",8511871100; 55456829600; 57204856384; 35366143100; 57195474029; 57192974923; 9634593000; 56150033500; 23973205100; 8544985800; 16456549200,2019,35,10.3390/ma12081233,https://www.scopus.com/pages/publications/85065518949?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Arab M.; Azadi M.; mirzaee O.,"Arab, Mohammad (57220450176); Azadi, Maboobeh (57202899570); mirzaee, Omid (23974974600)",57220450176; 57202899570; 23974974600,2020,41,10.1016/j.matchemphys.2020.123259,https://www.scopus.com/pages/publications/85088893864?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kowsari E.; Payami M.; Amini R.; Ramezanzadeh B.; Javanbakht M.,"Kowsari, E. (56692681900); Payami, M. (57554577400); Amini, R. (55822966177); Ramezanzadeh, B. (26421358600); Javanbakht, M. (6601959376)",56692681900; 57554577400; 55822966177; 26421358600; 6601959376,2014,222,10.1016/j.apsusc.2013.11.017,https://www.scopus.com/pages/publications/84890563611?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Córdoba L.C.; Marques A.; Taryba M.; Coradin T.; Montemor F.,"Córdoba, Laura C. (57055593700); Marques, Andreia (55781913200); Taryba, Maryna (35070567000); Coradin, Thibaud (7004122780); Montemor, Fatima (7004347821)",57055593700; 55781913200; 35070567000; 7004122780; 7004347821,2018,53,10.1016/j.surfcoat.2017.08.062,https://www.scopus.com/pages/publications/85029451961?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang Y.; Huang F.; Hu Q.; Peng Z.; Liu J.,"Zhang, Yu (57193934538); Huang, Feng (56805898200); Hu, Qian (55254514900); Peng, Zhixian (57201702918); Liu, Jing (55705921800)",57193934538; 56805898200; 55254514900; 57201702918; 55705921800,2020,45,10.1016/j.matchemphys.2019.122045,https://www.scopus.com/pages/publications/85076675717?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Guo W.; Talha M.; Lin Y.; Kong X.,"Guo, Wenshu (57221924286); Talha, Mohd (57052711900); Lin, Yuanhua (56381727700); Kong, Xiangwei (55419632400)",57221924286; 57052711900; 56381727700; 55419632400,2021,44,10.1016/j.colsurfa.2021.126234,https://www.scopus.com/pages/publications/85100631122?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Shi Y.; Tada E.; Nishikata A.,"Shi, Yanzhuo (56525587700); Tada, Eiji (55571570400); Nishikata, Atsushi (7006774015)",56525587700; 55571570400; 7006774015,2015,42,10.1149/2.0101504jes,https://www.scopus.com/pages/publications/84923335559?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tang A.; Wang X.; Xu G.; Zhou Z.; Nie H.,"Tang, Anping (14523743700); Wang, Xianyou (35231516500); Xu, Guorong (55726290800); Zhou, Zhihua (13005462500); Nie, Huidong (26434281800)",14523743700; 35231516500; 55726290800; 13005462500; 26434281800,2009,40,10.1016/j.matlet.2009.03.035,https://www.scopus.com/pages/publications/67349136036?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Jovic V.D.; Barsoum M.W.,"Jovic, V.D. (7005514902); Barsoum, M.W. (7006622206)",7005514902; 7006622206,2004,80,10.1149/1.1637897,https://www.scopus.com/pages/publications/1342326275?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Fazayel A.S.; Khorasani M.; Sarabi A.A.,"Fazayel, A.S. (57200655282); Khorasani, M. (54988732900); Sarabi, A.A. (6603380622)",57200655282; 54988732900; 6603380622,2018,65,10.1016/j.apsusc.2018.02.012,https://www.scopus.com/pages/publications/85042086718?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sadreddini S.; Afshar A.,"Sadreddini, Sina (56072071700); Afshar, Abdollah (56260346100)",56072071700; 56260346100,2014,110,10.1016/j.apsusc.2014.02.109,https://www.scopus.com/pages/publications/84897990664?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dehghani A.; Sanaei Z.; Fedel M.; Ramezanzadeh M.; Mahdavian M.; Ramezanzade B.,"Dehghani, Ali (57197912261); Sanaei, Zahra (57192436438); Fedel, Michele (57191573744); Ramezanzadeh, Mohammad (56386049000); Mahdavian, Mohammad (8670553000); Ramezanzade, Bahram (26421358600)",57197912261; 57192436438; 57191573744; 56386049000; 8670553000; 26421358600,2023,37,10.1016/j.colsurfa.2022.130511,https://www.scopus.com/pages/publications/85141447230?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ramezanzadeh B.; Rostami M.,"Ramezanzadeh, B. (26421358600); Rostami, M. (54414766200)",26421358600; 54414766200,2017,88,10.1016/j.apsusc.2016.09.140,https://www.scopus.com/pages/publications/84989195947?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Li S.; Li L.; Qu Q.; Kang Y.; Zhu B.; Yu D.; Huang R.,"Li, Shunling (57192989681); Li, Lei (56440401700); Qu, Qing (57221384530); Kang, Yaxin (57203821328); Zhu, Baolin (57193230022); Yu, Datao (57200612597); Huang, Rui (57200614845)",57192989681; 56440401700; 57221384530; 57203821328; 57193230022; 57200612597; 57200614845,2019,58,10.1016/j.colsurfb.2018.09.059,https://www.scopus.com/pages/publications/85054052842?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lin R.; Li B.; Hou Y.P.; Ma J.M.,"Lin, R. (59157675300); Li, B. (55628528630); Hou, Y.P. (15077878200); Ma, J.M. (57213492966)",59157675300; 55628528630; 15077878200; 57213492966,2009,145,10.1016/j.ijhydene.2008.10.054,https://www.scopus.com/pages/publications/60649106939?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhao Y.; Wang Y.Y.; Lai Q.Y.; Chen L.M.; Hao Y.J.; Ji X.Y.,"Zhao, Y. (56687873900); Wang, Y.Y. (8431788200); Lai, Q.Y. (7005142170); Chen, L.M. (35309807100); Hao, Y.J. (7201593884); Ji, X.Y. (7402840190)",56687873900; 8431788200; 7005142170; 35309807100; 7201593884; 7402840190,2009,45,10.1016/j.synthmet.2008.09.005,https://www.scopus.com/pages/publications/60449105923?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Fekry A.M.; Ameer M.A.,"Fekry, A.M. (6602466528); Ameer, M.A. (6603860798)",6602466528; 6603860798,2011,67,10.1016/j.ijhydene.2011.05.149,https://www.scopus.com/pages/publications/80051595720?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Surekha K.; Murty B.S.; Prasad Rao K.,"Surekha, K. (59789022800); Murty, B.S. (35551753500); Prasad Rao, K. (55663837100)",59789022800; 35551753500; 55663837100,2009,121,10.1016/j.solidstatesciences.2008.11.007,https://www.scopus.com/pages/publications/63549131910?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Jin S.; Amira S.; Ghali E.,"Jin, Shize (7401822805); Amira, Sofiene (12241578700); Ghali, Edward (7005121896)",7401822805; 12241578700; 7005121896,2007,64,10.1002/adem.200600199,https://www.scopus.com/pages/publications/33847015701?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhang X.; Pan G.; Hu L.; Wang H.; Wang C.,"Zhang, Xinbo (57210971650); Pan, Guofeng (8631964000); Hu, Lianjun (57210103566); Wang, Hao (57216840529); Wang, Chenwei (54785376700)",57210971650; 8631964000; 57210103566; 57216840529; 54785376700,2020,85,10.1016/j.colsurfa.2020.125392,https://www.scopus.com/pages/publications/85089269014?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Costa I.; Oliveira M.C.L.; De Melo H.G.; Faria R.N.,"Costa, I. (7006737923); Oliveira, M.C.L. (35795858000); De Melo, H.G. (58202976800); Faria, R.N. (7103325155)",7006737923; 35795858000; 58202976800; 7103325155,2004,73,10.1016/j.jmmm.2003.12.1320,https://www.scopus.com/pages/publications/2942737459?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Gupta A.; Srivastava C.,"Gupta, Abhay (57200700131); Srivastava, Chandan (7006787036)",57200700131; 7006787036,2018,35,10.1016/j.tsf.2018.07.016,https://www.scopus.com/pages/publications/85050113970?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Tezcan F.; Yerlikaya G.; Mahmood A.; Kardaş G.,"Tezcan, Fatih (56452906300); Yerlikaya, Gurbet (57203361940); Mahmood, Asad (56382010300); Kardaş, Gülfeza (6507410164)",56452906300; 57203361940; 56382010300; 6507410164,2018,114,10.1016/j.molliq.2018.08.025,https://www.scopus.com/pages/publications/85051371027?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kumar C.M.P.; Lakshmikanthan A.; Chandrashekarappa M.P.G.; Pimenov D.Y.; Giasin K.,"Kumar, Channagiri Mohankumar Praveen (59083256800); Lakshmikanthan, Avinash (57211339135); Chandrashekarappa, Manjunath Patel Gowdru (57226312880); Pimenov, Danil Yurievich (53985024000); Giasin, Khaled (56790003100)",59083256800; 57211339135; 57226312880; 53985024000; 56790003100,2021,59,10.3390/coatings11060712,https://www.scopus.com/pages/publications/85108702252?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Larabi L.; Benali O.; Harek Y.,"Larabi, L. (6505889228); Benali, O. (8852158700); Harek, Y. (6508058132)",6505889228; 8852158700; 6508058132,2007,109,10.1016/j.matlet.2006.11.054,https://www.scopus.com/pages/publications/34247511657?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Dutta V.; Thakur L.; Singh B.; Vasudev H.,"Dutta, Varun (57208888151); Thakur, Lalit (54399292400); Singh, Balbir (57212223487); Vasudev, Hitesh (57200728032)",57208888151; 54399292400; 57212223487; 57200728032,2022,72,10.3390/ma15155401,https://www.scopus.com/pages/publications/85136305834?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Park S.-A.; Kim S.-H.; Yoo Y.-H.; Kim J.-G.,"Park, Sun-Ah (55764059400); Kim, Seon-Hong (56201137500); Yoo, Yun-Ha (35254656000); Kim, Jung-Gu (8725599300)",55764059400; 56201137500; 35254656000; 8725599300,2015,37,10.1007/s12540-015-4421-y,https://www.scopus.com/pages/publications/84929076682?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Afroukhteh S.; Dehghanian C.; Emamy M.,"Afroukhteh, S. (13409627800); Dehghanian, C. (55946365800); Emamy, M. (6507277392)",13409627800; 55946365800; 6507277392,2012,70,10.1016/j.apsusc.2011.10.101,https://www.scopus.com/pages/publications/84855537689?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sadreddini S.; Salehi Z.; Rassaie H.,"Sadreddini, S. (56072071700); Salehi, Z. (56472537700); Rassaie, H. (56472786300)",56072071700; 56472537700; 56472786300,2015,59,10.1016/j.apsusc.2014.10.144,https://www.scopus.com/pages/publications/84920685974?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bearinger J.P.; Orme C.A.; Gilbert J.L.,"Bearinger, Jane P (6602147314); Orme, Christine A (7007111971); Gilbert, Jeremy L (7401452248)",6602147314; 7007111971; 7401452248,2001,55,10.1016/S0039-6028(01)01300-0,https://www.scopus.com/pages/publications/0035501394?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Yıldız R.; Arslanhan S.; Döner A.; Baran M.F.,"Yıldız, Reşit (55682402200); Arslanhan, Selim (58405306000); Döner, Ali (25822283600); Baran, Mehmet Fırat (59431825600)",55682402200; 58405306000; 25822283600; 59431825600,2024,61,10.1016/j.matchemphys.2023.128654,https://www.scopus.com/pages/publications/85176287563?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Wei X.; Yin P.; Wu J.; Nie X.; Lu Z.; Zhang G.,"Wei, Xubing (57194685604); Yin, Pingmei (57221924441); Wu, Jian (57211336057); Nie, Xiangfan (48561245500); Lu, Zhibin (36626041700); Zhang, Guangan (55505920800)",57194685604; 57221924441; 57211336057; 48561245500; 36626041700; 55505920800,2021,37,10.1016/j.diamond.2021.108308,https://www.scopus.com/pages/publications/85100664161?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
El-Taib Heakal F.; Tantawy N.S.; Shehta O.S.,"El-Taib Heakal, F. (57209298360); Tantawy, N.S. (35114125400); Shehta, O.S. (7801581438)",57209298360; 35114125400; 7801581438,2011,42,10.1016/j.matchemphys.2011.07.064,https://www.scopus.com/pages/publications/80052558765?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Abdel-Gaber A.M.; Abd-El-Nabey B.A.; Sidahmed I.M.; El-Zayady A.M.; Saadawy M.,"Abdel-Gaber, A.M. (57204849453); Abd-El-Nabey, B.A. (6603942036); Sidahmed, I.M. (16423145500); El-Zayady, A.M. (13605491200); Saadawy, M. (55945049500)",57204849453; 6603942036; 16423145500; 13605491200; 55945049500,2006,87,10.1016/j.matchemphys.2005.09.023,https://www.scopus.com/pages/publications/33646683336?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Kanno K.-I.; Suzuki M.; Sato Y.,"Kanno, Ken-Ichi (25933036400); Suzuki, Masayuki (55709913400); Sato, Yuichi (59089567200)",25933036400; 55709913400; 59089567200,1978,41,10.1149/1.2131683,https://www.scopus.com/pages/publications/0018008501?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Xu X.; Lu P.; Guo M.; Fang M.,"Xu, Xinhua (56413219800); Lu, Ping (59270789100); Guo, Meiqing (26635322200); Fang, Mingzhong (35336410900)",56413219800; 59270789100; 26635322200; 35336410900,2010,93,10.1016/j.apsusc.2009.10.069,https://www.scopus.com/pages/publications/74149088459?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Sidane D.; Chicot D.; Yala S.; Ziani S.; Khireddine H.; Iost A.; Decoopman X.,"Sidane, Djahida (49964639100); Chicot, Didier (8691873200); Yala, Sabeha (55188805700); Ziani, Salima (26430135200); Khireddine, Hafit (26429619200); Iost, Alain (7004060768); Decoopman, Xavier (8873755700)",49964639100; 8691873200; 55188805700; 26430135200; 26429619200; 7004060768; 8873755700,2015,89,10.1016/j.tsf.2015.09.037,https://www.scopus.com/pages/publications/84945434267?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bayol E.; Kayakirilmaz K.; Erbil M.,"Bayol, E. (18633689000); Kayakirilmaz, K. (6507868014); Erbil, M. (7004721843)",18633689000; 6507868014; 7004721843,2007,143,10.1016/j.matchemphys.2007.02.073,https://www.scopus.com/pages/publications/34249813996?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Patil S.; Sainkar S.R.; Patil P.P.,"Patil, Sonal (57212424783); Sainkar, S.R. (57211023180); Patil, P.P. (35330474900)",57212424783; 57211023180; 35330474900,2004,118,10.1016/j.apsusc.2003.10.050,https://www.scopus.com/pages/publications/1342265800?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Özyilmaz A.T.; Erbil M.; Yazici B.,"Özyilmaz, A.T. (9133465600); Erbil, M. (7004721843); Yazici, B. (7005398019)",9133465600; 7004721843; 7005398019,2006,45,10.1016/j.cap.2004.06.027,https://www.scopus.com/pages/publications/27544476411?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Selvam M.; Saminathan K.; Siva P.; Saha P.; Rajendran V.,"Selvam, M. (56525033200); Saminathan, K. (57195339856); Siva, P. (57193028218); Saha, P. (57196481111); Rajendran, V. (15833159600)",56525033200; 57195339856; 57193028218; 57196481111; 15833159600,2016,71,10.1016/j.matchemphys.2016.01.051,https://www.scopus.com/pages/publications/84955612620?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Bosch J.; Martin U.; Aperador W.; Bastidas J.M.; Ress J.; Bastidas D.M.,"Bosch, Juan (57213618123); Martin, Ulises (57213621254); Aperador, Willian (24398551800); Bastidas, José M. (35600597800); Ress, Jacob (57212001069); Bastidas, David M. (6603557286)",57213618123; 57213621254; 24398551800; 35600597800; 57212001069; 6603557286,2021,35,10.3390/ma14020425,https://www.scopus.com/pages/publications/85099546045?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Lutz J.; Díaz C.; García J.A.; Blawert C.; Mändl S.,"Lutz, J. (7203042315); Díaz, C. (55757784380); García, J.A. (58115596300); Blawert, C. (56186149600); Mändl, S. (56054385000)",7203042315; 55757784380; 58115596300; 56186149600; 56054385000,2011,42,10.1016/j.surfcoat.2010.11.017,https://www.scopus.com/pages/publications/78650227552?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Smyrl W.H.,"Smyrl, William H. (7004980388)",7004980388,1985,39,10.1149/1.2114164,https://www.scopus.com/pages/publications/0022094020?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Liu C.; Bi Q.; Matthews A.,"Liu, C. (8218338100); Bi, Q. (7006457220); Matthews, A. (7202611835)",8218338100; 7006457220; 7202611835,2003,129,10.1016/S0257-8972(02)00630-8,https://www.scopus.com/pages/publications/0037472816?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zheng J.-C.; Li X.-H.; Wang Z.-X.; Li J.-H.; Li L.-J.; Wu L.; Guo H.-J.,"Zheng, Jun-chao (12772675700); Li, Xin-hai (7501700016); Wang, Zhi-xing (7410045624); Li, Jin-hui (35229710300); Li, Ling-jun (55730888000); Wu, Ling (59804809300); Guo, Hua-jun (7404404226)",12772675700; 7501700016; 7410045624; 35229710300; 55730888000; 59804809300; 7404404226,2009,55,10.1007/s11581-009-0374-9,https://www.scopus.com/pages/publications/70449646792?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Choi Y.-S.; Shim J.-J.; Kim J.-G.,"Choi, Yoon-Seok (7404776166); Shim, Jae-Joo (7201856133); Kim, Jung-Gu (8725599300)",7404776166; 7201856133; 8725599300,2004,54,10.1016/j.msea.2004.06.024,https://www.scopus.com/pages/publications/7244234456?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Parthipan P.; Narenkumar J.; Elumalai P.; Preethi P.S.; Usha Raja Nanthini A.; Agrawal A.; Rajasekar A.,"Parthipan, Punniyakotti (57193152696); Narenkumar, Jayaraman (57194229197); Elumalai, Punniyakotti (57193158004); Preethi, Parameswaran Sujatha (57194227647); Usha Raja Nanthini, Ayyakkannu (57217244562); Agrawal, Akhil (42860991800); Rajasekar, Aruliah (55928874800)",57193152696; 57194229197; 57193158004; 57194227647; 57217244562; 42860991800; 55928874800,2017,134,10.1016/j.molliq.2017.05.059,https://www.scopus.com/pages/publications/85019380520?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Zhu W.; Zheng J.P.; Liang R.; Wang B.; Zhang C.; Au G.; Plichta E.J.,"Zhu, W. (55277029200); Zheng, J.P. (57189967310); Liang, R. (7402178168); Wang, B. (35206854400); Zhang, C. (55605776068); Au, G. (7003748625); Plichta, E.J. (6603867373)",55277029200; 57189967310; 7402178168; 35206854400; 55605776068; 7003748625; 6603867373,2009,44,10.1149/1.3160572,https://www.scopus.com/pages/publications/68049118441?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ge T.; Chen L.; Gu P.; Ren X.; Chen X.,"Ge, Tong (57407671000); Chen, Lan (57191589065); Gu, Pengfei (57407237100); Ren, Xudong (55647198600); Chen, Xiaoming (57218347525)",57407671000; 57191589065; 57407237100; 55647198600; 57218347525,2022,94,10.1016/j.optlastec.2022.107919,https://www.scopus.com/pages/publications/85124675200?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Selvi V.E.; Seenivasan H.; Rajam K.S.,"Selvi, V. Ezhil (14038078800); Seenivasan, H. (54385860600); Rajam, K.S. (6603754341)",14038078800; 54385860600; 6603754341,2012,56,10.1016/j.surfcoat.2011.09.063,https://www.scopus.com/pages/publications/84855287574?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Ravichandran R.; Nanjundan S.; Rajendran N.,"Ravichandran, R. (60259608000); Nanjundan, S. (58366814900); Rajendran, N. (57206031474)",60259608000; 58366814900; 57206031474,2004,124,10.1016/j.apsusc.2004.04.025,https://www.scopus.com/pages/publications/4043125253?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
Deyab M.A.,"Deyab, M.A. (8703906700)",8703906700,2013,69,10.1016/j.ijhydene.2013.08.016,https://www.scopus.com/pages/publications/84885027037?origin=resultslist,no_xml,,not_processed_stage2,,dropped — no_xml
